Year,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,FOOD,BREAD & CEREALS,MEAT,FISH,"MILK, CHEESE & EGGS",OILS & FATS,FRUIT,VEGETABLES INCLUDING POTATOES AND TUBERS,"SUGAR, JAM, SYRUPS, CHOCOLATE AND CONFECTIONERY",FOOD PRODUCTS (NEC),NON-ALCOHOLIC BEVERAGES,"COFFEE, TEA & COCOA","MINERAL WATERS, SOFT DRINKS AND JUICES",ALCOHOLIC BEVERAGES AND TOBACCO,ALCOHOLIC BEVERAGES,SPIRITS,WINE,BEER,TOBACCO,CLOTHING AND FOOTWEAR,CLOTHING,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS",ACTUAL RENTALS FOR HOUSING,OOH,REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,WATER SUPPLY,SEWERAGE COLLECTION,"ELECTRICITY, GAS AND OTHER FUELS",ELECTRICITY,GAS,LIQUID FUELS,SOLID FUELS,COUNCIL TAX AND OTHER RATES,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE","FURNITURE, FURNISHINGS & CARPETS",FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,"HOUSEHOLD APPLIANCES, FITTING AND REPAIRS",MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,GOODS AND SERVICES FOR ROUTINE MAINTENANCE,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,HEALTH,"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",PHARMACEUTICAL PRODUCTS,TRANSPORT,PURCHASE OF VEHICLES,MOTOR CYCLES AND BICYCLES,SECOND-HAND CARS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,SPARE PARTS & ACCESSORIES,FUELS & LUBRICANTS,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,TRANSPORT SERVICES,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,COMMUNICATION,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECREATION & CULTURE,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,RECORDING MEDIA,"OTHER RECREATIONAL ITEMS, GARDENS & PETS",GAMES TOYS AND HOBBIES,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND CULTURAL SERVICES,RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,"BOOKS, NEWSPAPERS AND STATIONERY",BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",EDUCATION,RESTAURANTS AND HOTELS,CATERING SERVICES,RESTAURANTS & CAFES,CANTEENS,MISCELLANEOUS GOODS AND SERVICES,PERSONAL CARE,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,PERSONAL EFFECTS (NEC),JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,INSURANCE,HOUSE CONTENTS INSURANCE,TRANSPORT INSURANCE,FINANCIAL SERVICES (NEC),OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC)
2011,93.58541666666667,96.02741666666667,96.06633333333333,97.45658333333334,95.21125,94.50325,102.13733333333333,100.23633333333333,90.38,99.63499999999999,91.00058333333334,95.79899999999999,95.63324999999999,99.35541666666667,94.83225,83.20316666666666,96.07083333333333,92.20108333333333,95.93441666666666,101.20041666666667,75.33275,97.44850000000001,96.867,96.926,97.9925,92.111,101.52666666666666,92.08133333333332,89.70425,93.82808333333332,98.84208333333333,98.6395,99.6905,87.85199999999999,90.87124999999999,84.85799999999999,86.08358333333332,83.77858333333333,84.06949999999999,154.89616666666666,92.37325,96.8675,95.71191666666665,96.0765,96.56483333333334,95.08366666666666,99.34641666666666,100.84808333333332,100.08550000000001,96.24941666666666,90.13858333333333,93.26825000000001,97.976,91.19691666666667,90.61200000000001,94.71358333333335,93.19433333333332,98.61258333333335,102.18849999999999,97.50450000000001,112.096,105.133,98.062,120.18441666666666,92.60825,94.63733333333333,82.13,86.71841666666667,90.18358333333333,90.83091666666667,71.17725,91.95400000000001,98.41041666666666,129.7915,130.18858333333333,207.67158333333336,96.88433333333334,100.59516666666667,103.31683333333335,102.51925,93.08808333333333,88.48458333333333,87.87808333333334,88.73133333333334,88.21458333333334,93.24158333333332,80.88183333333333,93.19458333333334,65.67475,90.51474999999999,90.70316666666668,90.37875000000001,93.95008333333334,96.68458333333332,99.73533333333334,94.21116666666667,101.70049999999999,92.62908333333333,91.54283333333335,95.29041666666666,94.56591666666667,112.38166666666666,96.00150000000001,103.89625,103.89633333333335,93.26783333333333
2012,95.99241666666667,99.12916666666666,99.05175000000001,99.63775,98.77658333333333,97.87016666666666,103.08766666666668,102.60458333333334,91.952,102.88516666666668,95.57683333333334,100.58141666666667,99.51416666666667,102.57025,98.90666666666668,88.2045,98.79733333333333,96.53566666666667,97.36125,104.30566666666665,81.74608333333333,98.26058333333333,97.82016666666668,97.82258333333334,99.26675,93.81641666666667,101.35525,94.59933333333333,92.70208333333333,95.39566666666667,101.3405,102.91733333333333,99.55291666666666,92.70700000000001,95.49275,89.92125,92.89466666666668,88.53466666666667,92.85191666666667,159.5425,95.63974999999999,97.23375,98.49791666666665,98.99041666666666,98.91658333333334,99.91624999999999,101.1015,101.31108333333333,100.62416666666667,97.80716666666666,96.77233333333334,95.77558333333333,100.72825,92.64033333333333,93.30608333333333,96.05433333333333,94.97025000000001,100.94191666666666,101.49733333333334,95.86649999999999,108.84683333333334,106.824,98.96233333333333,122.53266666666667,94.11616666666667,95.3445,87.97691666666667,91.07175,94.15208333333334,94.61200000000001,84.24733333333334,95.16175,98.53491666666667,119.66633333333334,121.19708333333334,146.39149999999998,101.49374999999999,100.43883333333333,102.3685,103.48708333333333,94.9545,91.11916666666667,90.75425,91.26491666666668,89.37291666666665,89.43883333333333,84.79925,94.80141666666667,71.39291666666666,93.32933333333334,93.58225,93.32008333333333,96.33383333333335,98.77308333333333,100.70091666666667,95.58300000000001,102.51183333333334,97.69458333333334,98.32650000000001,96.83300000000001,96.70125,109.9535,96.64833333333333,105.47516666666667,105.47516666666667,95.35816666666666
2013,98.20008333333334,102.83808333333333,103.07216666666666,103.53291666666667,102.59516666666667,101.05475,104.09775,105.5265,99.858,109.26216666666666,98.43541666666665,103.38266666666668,101.0575,103.52974999999999,100.50150000000001,93.7695,102.28633333333333,102.26058333333333,100.55291666666666,105.07541666666667,88.01033333333334,99.1825,99.0095,99.02983333333333,99.92208333333333,95.39033333333333,100.37416666666667,96.79966666666667,94.993,96.74733333333334,100.57925,101.77358333333332,99.36625,97.052,98.94324999999999,95.31150000000001,99.47275,95.08550000000001,99.988,160.00991666666667,97.052,97.99725,99.12733333333334,99.60408333333334,99.36200000000001,101.2285,101.50308333333334,101.34033333333333,101.22691666666667,98.58566666666667,95.71008333333333,97.31725,102.00375000000001,94.38125000000001,95.57083333333333,96.43516666666666,96.03533333333333,101.89708333333333,100.59383333333334,96.87958333333334,106.76675,107.07558333333333,99.96283333333334,121.20816666666667,95.794,96.85758333333332,92.58800000000001,94.59566666666667,96.33425,97.47541666666666,94.1785,97.61991666666667,99.61141666666667,113.95341666666667,114.70658333333334,123.85291666666667,104.52241666666667,100.80883333333334,102.49241666666667,100.44425,97.25758333333333,94.38541666666667,94.20316666666668,94.46583333333332,93.11883333333333,91.82691666666666,90.50516666666665,97.48875,83.64658333333334,95.80833333333334,96.17341666666665,95.89733333333334,99.03583333333334,99.71666666666665,100.88716666666666,96.82808333333332,102.30241666666666,100.20308333333332,100.78750000000001,99.40133333333334,96.39116666666666,103.45125,95.11516666666667,105.59641666666666,105.59641666666666,98.20633333333335
2014,99.62583333333333,102.64816666666667,102.82966666666665,102.92866666666667,103.18808333333334,103.637,104.65641666666666,104.86533333333334,100.17191666666668,104.11358333333334,100.17491666666666,103.97816666666667,101.31599999999999,102.092,101.12408333333333,97.952,102.57766666666667,101.34966666666666,102.33141666666666,104.20241666666668,94.72316666666667,99.67,99.52733333333333,99.64816666666667,98.7135,97.77024999999999,100.58308333333333,98.72933333333333,97.21566666666666,98.17200000000001,100.44574999999999,101.31599999999999,99.58975,99.84025000000001,100.89975,98.96974999999999,103.65750000000001,100.34441666666667,104.738,141.91941666666668,99.75866666666667,98.90599999999999,99.92666666666668,100.33683333333333,99.78816666666667,102.15591666666667,100.18675,100.50008333333334,100.54975,100.52708333333334,98.74275,99.18991666666666,102.73616666666668,96.94475,98.13416666666666,98.58016666666667,98.25049999999999,102.15733333333333,100.9055,99.09949999999999,105.88983333333333,105.61891666666666,101.09866666666666,115.15108333333335,97.86108333333334,98.79408333333333,96.36899999999999,97.746,97.82183333333334,98.64216666666665,98.18475000000001,98.66166666666668,100.49516666666666,109.34841666666667,108.76291666666667,110.83741666666667,102.13883333333332,101.23366666666668,101.90908333333334,101.05241666666666,99.45425,97.11200000000001,96.484,97.36233333333332,97.98766666666667,98.62408333333333,96.43875000000001,99.48575,92.16558333333332,98.13541666666667,98.51175,98.30991666666667,100.67116666666668,99.74341666666668,100.60575,98.24399999999999,101.40724999999999,100.32308333333333,100.593,99.87650000000001,98.661,102.98325,97.05441666666667,102.31850000000001,102.31850000000001,98.61183333333334
2015,100.00008333333334,99.99991666666666,100.0,99.99983333333334,100.0,99.99991666666666,100.0,100.0,99.99991666666666,99.99991666666666,99.99991666666666,100.0,99.99991666666666,100.0,100.0,100.00008333333334,100.00008333333334,100.00008333333334,99.99991666666666,100.00008333333334,100.0,100.00008333333334,100.0,99.99983333333334,99.99991666666666,99.99991666666666,100.0,99.99983333333334,100.00008333333334,99.99991666666666,99.99991666666666,99.99991666666666,99.99991666666666,99.99974999999999,100.0,99.99974999999999,99.99991666666666,100.00008333333334,100.0,100.0,100.0,100.0,100.0,100.00008333333334,99.99983333333334,99.99991666666666,100.0,100.0,100.0,100.00008333333334,99.99991666666666,100.00008333333334,100.00008333333334,99.99991666666666,100.00008333333334,99.99991666666666,100.0,100.0,100.0,100.00016666666666,100.00008333333334,99.99991666666666,100.0,99.99991666666666,99.99991666666666,100.00008333333334,99.99991666666666,100.0,99.99983333333334,100.0,99.99975,100.00008333333334,100.0,100.0,100.0,99.99991666666666,99.99991666666666,99.99991666666666,100.0,99.99991666666666,100.0,100.0,100.0,100.0,100.0,100.0,99.99991666666666,100.00008333333334,99.99958333333332,100.0,99.99991666666666,99.99991666666666,100.0,100.0,99.99983333333334,99.99991666666666,100.0,100.0,100.0,100.0,99.99991666666666,100.00008333333334,100.0,100.00008333333334,100.00008333333334,100.0
2016,100.98616666666668,97.61,97.56241666666666,98.41483333333333,95.899,97.68816666666667,96.56666666666666,99.36116666666668,101.13366666666667,95.89733333333334,98.39508333333333,99.42083333333333,98.04658333333333,99.99775,97.51008333333334,101.45875000000001,96.813,96.79316666666666,96.01008333333334,98.14925,104.86358333333334,100.16708333333334,100.24158333333332,100.29199999999999,99.48341666666666,102.40350000000001,99.69200000000001,101.63324999999999,101.75616666666667,102.33924999999999,100.10266666666666,99.52866666666667,100.67558333333334,100.86174999999999,100.25,101.49275,97.13808333333333,99.78474999999999,94.11541666666666,89.19241666666666,99.81700000000001,102.42174999999999,99.88916666666667,100.33033333333333,99.77241666666667,102.657,98.11216666666667,101.14758333333333,101.11399999999999,98.22675,99.10016666666667,100.33225,95.34516666666667,103.40366666666667,102.16975000000001,101.21666666666665,101.8005,100.52524999999999,98.45866666666667,98.149,95.00641666666667,100.02241666666667,100.76766666666667,97.61141666666667,101.66883333333334,103.23291666666667,103.93191666666667,100.07033333333334,103.04633333333334,102.74958333333332,101.553,102.79916666666666,100.4525,94.99650000000001,95.68991666666666,92.13258333333333,101.64566666666667,99.47266666666667,99.04658333333333,99.52733333333333,100.11533333333334,104.22583333333334,104.50775,104.13358333333333,103.02091666666666,102.065,104.48983333333332,101.86608333333334,104.73700000000001,102.39825,102.17575,102.26125,101.26441666666666,101.05383333333333,99.41216666666666,102.05258333333335,98.55841666666667,99.75008333333334,101.1675,98.14708333333334,107.88775,100.74125,111.88291666666667,99.81291666666668,99.81291666666668,100.25258333333333
2017,103.59033333333333,99.82475,99.99233333333332,100.96175,97.59691666666667,106.33725,98.52175,105.47441666666667,103.76675,97.87299999999999,99.91949999999999,101.18791666666668,98.40766666666667,105.34358333333334,95.88316666666667,105.91825,99.09033333333333,98.64708333333333,97.38216666666666,102.77333333333333,110.99933333333333,102.64025,103.10325,103.34341666666667,100.25491666666666,104.69925,99.75416666666666,103.74366666666667,102.72375,104.38266666666668,99.54083333333334,97.63225,101.45816666666667,102.53125,101.50175,103.5505,100.92183333333332,106.47108333333334,93.04258333333333,110.5715,102.06124999999999,106.04225000000001,102.46133333333334,103.875,103.38441666666667,105.85866666666668,99.4085,104.57433333333334,104.94324999999999,99.37975,101.60000000000001,102.49591666666667,96.56191666666666,106.09675,104.72733333333333,102.748,103.89241666666668,104.88983333333334,99.80391666666667,102.03883333333333,93.58633333333334,105.44850000000001,103.56025,105.5945,103.955,108.57249999999999,109.41441666666667,102.82225,111.8775,104.57358333333333,103.34975000000001,104.62333333333333,102.46166666666666,96.23766666666667,101.61625,96.472,103.00983333333333,99.70141666666666,98.35483333333333,100.54716666666667,102.71358333333335,106.02558333333333,107.63933333333334,105.3825,108.21525000000001,108.69024999999999,109.67475,106.21158333333334,108.69200000000001,105.61808333333333,105.03775,105.25941666666667,102.76125,102.45041666666667,99.37049999999999,104.20666666666666,97.83658333333334,102.94975,105.90491666666667,99.05691666666667,114.84808333333332,102.57641666666666,124.08541666666667,98.60825,98.60825,98.76591666666667
2018,105.95566666666667,101.904,101.83049999999999,102.10775000000001,98.54025,110.32516666666668,100.91508333333333,111.68008333333334,106.72608333333334,99.79541666666667,101.56391666666667,101.30925,102.20291666666667,106.89766666666667,100.49000000000001,110.48525000000001,99.95524999999999,98.343,98.593,104.68791666666668,119.1075,103.48641666666667,104.04275,104.23841666666665,101.234,107.25333333333333,99.87308333333334,105.65008333333333,103.18958333333335,105.56400000000001,100.72699999999999,99.11391666666667,102.31166666666667,105.03175,103.5005,106.46499999999999,107.81266666666666,115.67341666666665,96.5545,138.531,103.83941666666668,110.93525,104.14133333333332,104.54633333333334,104.04308333333334,106.33591666666666,100.42858333333334,109.68025,110.74533333333333,100.19016666666666,107.18583333333333,103.1025,94.06616666666667,109.00558333333333,107.2975,104.24941666666666,106.30375,109.41550000000001,103.11808333333333,103.73341666666666,95.5005,111.2445,106.21708333333333,112.99149999999999,107.47658333333334,116.15425,112.76875,105.96466666666667,115.71641666666666,105.65283333333333,105.97675,105.623,105.609,94.84966666666666,96.151,93.02225,108.33616666666667,101.67616666666667,100.46183333333333,102.61991666666667,104.42816666666666,109.72466666666666,110.76541666666667,109.32658333333332,113.29125,115.26516666666667,115.83258333333333,108.61500000000001,111.84383333333334,108.39691666666666,107.96875,108.20533333333333,105.59750000000001,102.43366666666667,99.09708333333333,106.49533333333333,96.803,103.71875,107.55799999999999,98.30683333333333,115.91516666666666,107.86808333333333,119.20916666666666,94.47091666666667,94.47091666666667,97.24808333333334
2019,107.80341666666668,103.303,102.97566666666667,103.42033333333335,98.366,112.177,101.06891666666667,116.20633333333335,107.29875,103.32391666666666,102.75175,101.96641666666666,105.52233333333334,106.32324999999999,105.33800000000001,114.37475,100.89299999999999,97.61433333333333,100.28858333333334,106.52408333333334,125.74916666666667,102.58591666666666,103.65275000000001,103.92783333333334,98.42125,109.992,96.84775,107.41158333333334,103.94716666666666,106.78916666666667,101.94241666666666,100.1395,103.27116666666666,108.17775,106.20400000000001,109.98025,111.73258333333332,124.08333333333333,96.14524999999999,134.932,107.56233333333334,116.18650000000001,105.0815,106.6145,106.19991666666668,107.8655,101.18849999999999,108.43299999999999,109.15891666666666,99.81758333333333,108.14666666666666,103.83333333333333,91.97241666666667,111.64841666666666,110.0675,106.05116666666667,108.61983333333335,111.60141666666668,104.50450000000001,104.891,93.33166666666666,113.10766666666666,108.76025,113.42291666666667,110.20341666666667,119.71033333333332,116.57166666666666,110.05708333333332,118.89133333333332,109.75458333333334,109.795,109.7385,107.63025,92.55375,88.58758333333333,89.90791666666667,110.43925,102.44,100.44983333333333,103.77741666666667,107.13041666666668,112.706,114.55308333333333,111.9575,117.52866666666667,118.61133333333333,123.32708333333333,111.09333333333332,115.24908333333333,111.28675,110.85875,111.11433333333333,108.27966666666667,103.73783333333334,100.58,108.98466666666667,97.98691666666667,104.13991666666668,107.13225,100.22275,117.41025,108.62650000000001,117.46608333333334,93.41199999999999,93.41199999999999,99.10791666666667
2020,108.88358333333333,104.03833333333334,103.59241666666667,104.82166666666666,100.06366666666666,113.601,100.72558333333332,113.02641666666666,108.84191666666668,101.97783333333332,103.54533333333335,102.32816666666668,107.28616666666666,104.71908333333333,108.37950000000001,116.76541666666667,101.97183333333334,99.54608333333333,101.015,107.11516666666667,129.43800000000002,101.16475000000001,102.165,102.021,99.55133333333333,112.35525,95.80008333333335,108.35333333333334,105.40974999999999,108.05841666666667,103.29966666666667,102.52308333333333,104.06725,106.30025,105.57925,107.06049999999999,106.54066666666667,124.2625,86.53533333333333,94.26366666666667,112.15016666666666,120.94875,105.09941666666667,107.24816666666668,107.11808333333333,109.12141666666666,100.7975,107.90091666666666,108.29383333333334,98.18883333333333,104.92958333333333,105.55033333333334,92.37433333333333,114.17966666666666,112.56366666666666,107.93758333333334,112.0505,112.04541666666667,107.92058333333334,108.21258333333333,96.60725000000001,110.74149999999999,111.54308333333334,103.57425,112.67,122.73424999999999,119.79558333333334,112.62941666666666,125.08749999999999,114.06766666666665,115.37241666666667,113.95966666666668,109.81766666666665,92.02441666666668,84.75108333333334,84.44258333333333,115.36416666666668,104.27725,102.56608333333334,105.40925,109.01708333333333,115.06,117.59325,114.06725,119.36258333333335,114.77208333333333,130.15791666666667,113.63525,118.17016666666666,112.323,112.76441666666666,113.15341666666666,108.62400000000001,105.13508333333334,103.2195,113.00625000000001,100.17741666666666,103.88741666666668,107.79941666666667,98.38116666666667,120.53408333333334,108.33566666666667,119.87341666666667,89.74966666666667,89.74966666666667,101.18266666666666
2021,111.61441666666667,104.33999999999999,103.954,105.72458333333333,99.56366666666666,111.08325,101.59008333333334,116.64533333333333,110.41891666666668,102.09833333333334,103.57391666666666,102.73583333333333,107.14766666666667,102.64725,109.04408333333333,119.93066666666665,103.22916666666667,100.51933333333334,103.19841666666666,107.21541666666667,134.47925,101.44083333333333,102.78791666666666,102.52291666666667,100.83266666666667,115.69625,94.36233333333332,110.64541666666668,107.18483333333334,109.83825,107.27866666666667,109.76916666666666,104.74650000000001,106.74125,107.12325,106.6025,111.86241666666666,132.5005,86.6675,124.27633333333334,115.76225,125.7955,108.83991666666667,115.27441666666668,115.18875000000001,116.91083333333334,102.339,112.88991666666668,113.41425,98.78425,103.90058333333333,105.87133333333334,91.35133333333333,115.27516666666666,114.13625,107.57283333333334,111.60950000000001,120.16016666666667,115.89616666666666,119.16375,108.81,118.57525,115.52658333333333,118.09883333333333,115.04883333333333,128.72625,127.03233333333333,115.82666666666667,133.89783333333335,116.1325,123.57,115.67750000000001,112.17416666666666,94.32733333333334,87.90141666666666,84.26991666666667,119.14108333333333,107.78750000000001,106.21433333333334,110.08908333333333,111.401,117.38025,120.91116666666666,116.01525,121.45425,114.57358333333333,137.80208333333334,115.24741666666667,121.48241666666667,116.20533333333333,115.87374999999999,116.44675000000001,109.53541666666666,106.14016666666667,104.79633333333334,119.13783333333333,100.37608333333333,104.891,109.56375000000001,98.11008333333332,117.56175,103.74333333333334,109.4645,87.57358333333333,87.57358333333333,101.29591666666666
2022,120.45766666666667,115.75608333333334,115.45133333333332,116.6825,110.6065,122.69158333333333,119.1055,142.0605833333333,118.50025,112.15558333333333,110.096,120.44266666666665,117.90283333333333,111.74233333333332,120.30216666666666,125.589,105.88691666666666,102.76541666666667,105.6245,110.49441666666667,143.775,109.13850000000001,110.911,110.652,108.15525000000001,126.407,100.05250000000001,120.08049999999999,110.90391666666666,113.33708333333334,115.98983333333332,125.17091666666666,107.00841666666668,110.22775,111.282,109.55925,183.8814166666667,197.51083333333335,164.72525,231.72483333333332,141.82008333333332,130.28150000000002,119.969,130.87725,131.97358333333332,126.63366666666667,107.97783333333332,122.28416666666668,122.97791666666666,110.01275,110.91416666666667,114.86141666666667,102.343,118.71133333333334,117.36808333333333,109.74708333333332,113.97783333333332,134.29475,124.55291666666666,126.63475,121.51299999999999,136.416,121.54833333333333,150.9175,122.85316666666667,137.22758333333334,141.02516666666665,122.74591666666667,141.18816666666666,118.75258333333333,128.63775,118.16941666666666,117.82458333333334,94.59766666666667,85.27091666666666,85.21491666666667,128.569,115.66716666666667,108.88033333333334,120.23,122.67533333333334,123.24591666666667,126.14225,122.1435,130.385,120.73,152.5956666666667,122.70208333333333,126.51608333333333,125.85625,124.49149999999999,125.09133333333334,116.06816666666667,109.99491666666667,110.28391666666666,125.64758333333333,105.57191666666667,111.37875000000001,114.78758333333333,106.86033333333334,133.18283333333332,127.13100000000001,124.47266666666667,88.64516666666667,88.64516666666667,98.78658333333334
2023,128.64016666666666,132.62741666666668,132.47441666666666,133.93416666666667,124.78775,136.23875,141.47466666666665,168.05783333333332,128.21708333333333,129.56766666666667,126.37441666666666,147.84716666666665,133.18575,126.63366666666667,135.66733333333335,136.96208333333334,114.19324999999999,110.40866666666666,111.88708333333334,122.61958333333332,158.73125000000002,116.51541666666667,118.78125,118.78241666666666,113.57358333333333,137.84758333333335,104.94541666666667,127.90575,117.28425,118.50675,120.19108333333332,132.49175,108.31933333333332,118.255,119.93124999999999,117.10799999999999,211.43775000000002,224.593,194.989,185.0105,158.5095,136.41875000000002,126.938,139.21508333333335,139.65541666666667,137.7735,112.14999999999999,126.32116666666667,127.31758333333333,111.91666666666667,116.87841666666667,128.05783333333332,116.81758333333333,125.904,126.56866666666667,119.94075,126.11066666666666,134.73325,125.67166666666667,126.01758333333333,118.94858333333333,134.80266666666668,127.29066666666667,135.03833333333333,132.66641666666666,146.98575,151.242,129.73858333333334,148.65633333333332,127.03408333333334,137.54641666666666,126.40875,124.786,96.18716666666666,86.35458333333334,84.28491666666666,132.53366666666668,122.72683333333333,112.1375,126.44983333333333,137.56358333333333,127.84808333333332,131.12325,126.62908333333333,142.65033333333335,136.82883333333334,170.80633333333333,129.20175,131.03683333333333,137.64716666666666,135.7408333333333,136.60150000000002,117.33041666666666,116.27625,119.21883333333334,132.47091666666665,114.89116666666666,114.89391666666667,119.48558333333334,107.02783333333333,161.77716666666666,133.19291666666666,177.00066666666666,89.89183333333334,89.89183333333334,100.87341666666667
2024,132.09525,135.62875,135.3825,136.15375,126.910625,133.316875,140.9055,180.783375,131.585,134.137125,133.18475,149.391125,137.018,130.703875,139.439625,146.888625,119.208625,115.60675,116.469625,128.0155,174.945875,118.352625,121.1395,121.033625,116.514125,144.11525,104.542,131.299125,124.115,124.991,120.92575,132.96725,109.178,126.70737500000001,127.75725,126.150375,174.329125,192.951,148.455125,171.47787499999998,154.685375,142.34425000000002,125.5715,136.693875,136.501375,137.622375,113.109875,120.695,121.243,110.437875,118.855875,130.068625,116.987625,131.666875,133.31075,125.7765,132.2805,134.66825,121.90575,122.173,111.099,137.06175000000002,132.07049999999998,131.384,140.942,153.85075,153.18325000000002,133.9435,157.65725,132.531125,157.16625,131.25425,129.425375,98.46775,84.781375,82.39875,148.119875,122.94225,109.44987499999999,125.911625,140.308,134.64225,136.054875,134.2985,149.164625,147.21812500000001,180.878625,131.234375,135.176,144.0155,141.933125,143.222125,108.103375,119.504125,122.273,137.061125,117.50625,115.848375,121.54025,104.262625,177.268625,137.91762500000002,196.246125,89.818375,89.818375,103.803375
